ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
33832,30811,Meghana Sastry,68,2,4,5,3
33833,30812,Naveen Pandey,54,2,6,4,3
33834,30813,Banjeet Kari,40,6,7,5,3
33835,30814,Vrinda Bhakta,70,8,3,3,2
33836,30815,Ronith Padmanabhan,27,3,1,4,2
33837,30816,Zinal Bedi,19,5,2,2,3
33838,30817,Chakradhar Dhingra,64,7,3,5,2
33839,30818,Bhanumati Dada,29,8,7,4,1
33840,30819,Bhavna Muni,49,4,1,3,2
33841,30820,Ekbal Shah,63,1,5,4,1
33842,30820,Aishani Chanda,18,5,7,3,2
33843,30821,Peter Maharaj,28,6,6,3,3
33844,30822,Bachittar Mander,48,3,1,3,2
33845,30823,Simon Dara,41,7,3,1,1
33846,30824,Qarin Purohit,63,1,1,4,1
33847,30825,Maanas Deol,59,6,3,2,2
33848,30826,Harsh Banik,57,4,2,3,2
33849,30827,Chaitanya Nagarajan,63,8,6,1,2
33850,30828,Triya Bhandari,69,7,3,3,3
33851,30829,Amol Ganguly,51,7,7,3,3
33852,30830,Jai Solanki,62,9,2,4,1
33853,30831,Gauri Bobal,52,8,2,5,2
33854,30831,Luke Sibal,41,5,5,4,1
33855,30832,Samaksh Acharya,28,8,5,4,2
33856,30833,Nidhi Manda,55,3,2,3,1
33857,30834,Zaid Thaker,40,7,4,5,2
33858,30835,Vedant Nanda,71,9,1,2,1
33859,30836,Ekani Balay,45,2,7,5,1
33860,30837,Jackson Wadhwa,36,4,5,3,3
33861,30838,Logan Pradhan,60,6,5,4,1
33862,30839,Chandani Pingle,40,8,6,2,2
33863,30840,Ishaan Badal,33,8,5,5,1
33864,30841,Pallavi Mital,45,4,5,5,2
33865,30842,Divya Vora,41,3,1,2,3
33866,30843,Matthew Krish,28,2,7,4,2
33867,30844,Darsh Ramesh,48,4,6,1,1
33868,30845,Upma Madan,70,2,7,5,1
33869,30846,Victor Dhingra,74,4,1,3,2
33870,30847,Aarush Ratti,21,6,4,5,2
33871,30848,Advik Devi,32,4,6,5,3
33872,30849,Pahal Minhas,56,6,3,5,3
33873,30850,Ishani Bobal,47,8,4,4,2
33874,30851,Jagrati Khanna,32,4,1,4,1
33875,30851,Forum Agrawal,67,6,5,4,3
33876,30852,Sai Ravel,60,3,1,5,3
33877,30853,Eesha Konda,20,6,7,2,2
33878,30854,Tara Comar,39,3,4,1,3
33879,30855,Riya Keer,27,4,3,3,2
33880,30856,Maya Kurian,56,4,5,3,2
33881,30857,Abdul Pau,65,8,3,2,2
33882,30858,Yuvraj Kothari,31,2,5,2,3
33883,30859,Ridhi Gulati,41,2,1,3,1
33884,30860,Jyoti Bhatt,39,4,4,1,2
33885,30861,Ranbir Shanker,51,4,5,1,2
33886,30862,Kamya Bala,58,1,1,1,3
33887,30863,Robert Ram,38,8,5,3,1
33888,30864,Warinder Sinha,45,1,6,3,1
33889,30865,Aarnav Bali,57,6,7,2,2
33890,30866,Ryan Muni,45,6,7,2,3
33891,30867,Jack Viswanathan,19,7,5,2,3
33892,30868,Ekansh Gole,35,7,5,2,2
33893,30869,Deepa Shah,54,6,1,1,3
33894,30870,Gautam Chawla,36,5,2,4,2
33895,30871,Krisha Mall,69,4,5,1,1
33896,30872,Ira Dutt,66,9,1,4,2
33897,30873,Ubika Vaidya,25,4,3,5,1
33898,30874,Pranav Dyal,68,5,7,2,3
33899,30875,Timothy Walia,38,6,2,4,1
33900,30876,Lopa Bassi,39,5,4,4,3
33901,30877,Tanay Bose,55,4,4,2,3
33902,30878,Owen Wason,48,4,6,2,3
33903,30879,Lekha Ratta,34,6,6,1,1
33904,30880,Harini Issac,74,9,3,1,1
33905,30881,Ira Seth,51,2,5,3,3
33906,30882,Azad Khurana,57,2,6,5,2
33907,30883,Girish Walia,47,5,6,4,3
33908,30884,Anmol Mand,19,5,1,4,3
33909,30885,Manbir Dani,62,9,1,4,1
33910,30886,Teerth Madan,47,8,1,5,3
33911,30887,Bhavika Natt,36,9,7,5,1
33912,30888,Jackson Kamdar,49,9,4,1,1
33913,30889,Sanya Mandal,31,3,3,3,3
33914,30890,Omaja Zachariah,39,2,5,2,3
33915,30891,Reyansh Swaminathan,58,3,2,4,2
33916,30892,Nikita Sathe,64,2,1,3,3
33917,30893,Anvi Desai,41,5,1,1,3
33918,30894,Raagini Panchal,39,4,1,4,3
33919,30894,Pallavi Palan,56,5,3,2,1
33920,30895,Niharika Kar,54,3,6,1,1
33921,30896,Gabriel Naidu,45,2,6,2,3
33922,30897,Unnati Bajwa,27,5,3,4,3
33923,30897,Shivansh Gulati,73,5,5,1,2
33924,30898,Libni Khare,59,8,7,1,2
33925,30899,Robert Bhasin,65,9,7,1,3
33926,30900,Hitesh Banerjee,37,9,2,3,1
33927,30901,Lekha Jain,40,4,4,3,1
33928,30902,Vedhika Lad,24,6,3,1,3
33929,30903,Madhavi Savant,71,4,5,5,1
33930,30904,Mitesh Dhawan,74,4,6,3,1
33931,30905,Arjun Sachdev,21,3,2,1,2
33932,30906,Ijaya Aggarwal,37,9,4,2,1
33933,30907,Advaith Kadakia,38,7,7,1,1
33934,30908,Tanmayi Nayak,25,6,3,5,2
33935,30909,Bina Din,62,7,7,5,1
33936,30909,Adweta Barad,33,1,1,4,2
33937,30910,Jasmit Wason,65,8,3,4,1
33938,30911,Jasmit D’Alia,18,5,4,2,3
33939,30912,Netra Madan,33,8,5,4,3
33940,30913,Bachittar Shetty,48,7,4,2,3
33941,30913,Alka Pillay,32,4,4,5,3
33942,30914,Max Loyal,66,9,6,5,3
33943,30914,Owen Kar,21,4,5,4,1
33944,30915,Elijah Dhaliwal,68,9,6,4,3
33945,30916,Chaitaly Srinivasan,62,7,3,5,2
33946,30917,Lavanya Pau,70,8,4,2,2
33947,30918,Jack Hayer,35,6,3,1,1
33948,30918,Orinder Johal,51,9,7,1,3
33949,30919,Charan Sengupta,69,5,7,3,2
33950,30919,Gavin Mukherjee,44,8,2,1,1
33951,30920,Chasmum Sani,42,7,6,5,3
33952,30921,Raksha Nair,48,1,2,4,1
33953,30922,Omisha Singh,22,3,3,1,2
33954,30923,Faraj Mani,72,5,2,3,3
33955,30924,Kala Ahluwalia,62,1,2,3,2
33956,30925,Abhiram Maharaj,32,8,3,4,2
33957,30926,Upma Edwin,41,2,7,4,1
33958,30926,Jagat Desai,32,4,6,5,2
33959,30927,Prisha Ahuja,18,6,2,4,1
33960,30928,Kevin Saran,39,1,1,4,2
33961,30929,Ati Jayaraman,22,3,4,1,2
33962,30930,Wishi Mishra,19,3,5,5,1
33963,30931,Amara Trivedi,45,5,2,4,2
33964,30932,Vamakshi Dhillon,31,1,5,3,1
33965,30933,Wahab Kohli,70,1,6,3,2
33966,30934,Nirja Pandya,62,4,5,4,2
33967,30935,Yashvi Chatterjee,67,4,2,2,3
33968,30936,Omaja Arya,28,7,6,3,1
33969,30937,Lopa Deo,59,4,2,3,2
33970,30938,Faris Mand,59,7,7,2,1
33971,30939,Umang Sha,69,6,2,5,2
33972,30940,Fariq Mangat,34,8,1,5,3
33973,30941,Chakradhar Kashyap,24,2,6,5,2
33974,30941,Tarak Goyal,72,7,1,1,3
33975,30942,Andrew Dass,63,5,3,5,2
33976,30943,Aadi Dalal,37,8,6,2,1
33977,30944,Peter Tiwari,39,1,5,3,2
33978,30945,Wazir Choudhary,71,8,4,1,1
33979,30946,Samar Kanda,38,8,3,3,3
33980,30947,Gauri Rout,21,6,4,2,2
33981,30948,Wahab Mammen,42,3,2,3,1
33982,30949,Anjali Sankar,48,2,4,5,3
33983,30950,Pallavi Chakrabarti,62,3,3,3,2
33984,30951,Manan Dugar,58,3,2,2,2
33985,30951,Darsh Halder,72,8,3,4,2
33986,30952,Zilmil Sha,34,7,6,2,2
33987,30953,Vanya Mander,63,5,2,4,1
33988,30954,Charvi Pradhan,73,6,3,2,2
33989,30955,Aadhya Kata,69,5,3,2,2
33990,30956,Falan Dhaliwal,19,8,5,5,3
33991,30957,Hemal Shere,21,1,4,5,3
33992,30957,Eesha Murthy,29,1,1,4,1
33993,30958,Urmi Anand,54,1,1,4,3
33994,30959,David Bora,34,1,1,2,2
33995,30960,Fiyaz Lad,41,4,6,2,3
33996,30961,Kevin Kamdar,64,8,3,1,1
33997,30962,Gaurav Ramanathan,50,8,7,2,2
33998,30963,Vrinda Singh,74,9,6,1,3
33999,30964,Ayushman Borde,31,6,1,3,3
34000,30965,Isaiah Bir,74,4,2,3,3
34001,30966,Kabir Devan,60,8,7,3,3
34002,30967,Qasim Batta,53,2,3,4,1
34003,30968,Joshua Doctor,50,9,6,1,1
34004,30969,Fariq Modi,41,8,2,2,3
34005,30970,Abhimanyu Oak,49,5,7,4,3
34006,30971,Abhimanyu Chanda,40,3,2,5,3
34007,30972,Bhavya Bobal,37,8,2,5,3
34008,30973,Anya Bhalla,73,2,1,2,1
34009,30974,Samesh Kanda,60,3,2,5,2
34010,30975,Brijesh Chaudhary,27,1,3,4,1
34011,30976,Aadhya Barad,54,8,5,1,1
34012,30977,Rishi Kara,67,4,5,5,3
34013,30978,Aadhya Ramaswamy,32,8,1,4,2
34014,30979,Imaran Kashyap,75,2,3,3,3
34015,30980,Jai Gola,53,8,7,1,2
34016,30981,Fitan Desai,25,1,1,4,2
34017,30982,Urvashi Shroff,23,2,4,5,1
34018,30983,Kavya Rajan,63,1,7,1,3
34019,30984,Tamanna Toor,21,5,1,1,3
34020,30985,Sarthak Aurora,75,4,1,4,2
34021,30986,Nisha Dhingra,48,4,2,4,1
34022,30987,Lucky Chakraborty,47,6,5,5,1
34023,30988,Falak Krishnamurthy,26,7,1,5,3
34024,30989,Anay Bava,24,3,1,2,1
34025,30990,Janaki Rajan,71,4,6,2,2
34026,30991,Lakshit Kanda,41,5,2,3,3
34027,30992,Tristan Magar,37,8,5,5,3
34028,30993,Shivansh Parsa,35,2,6,2,3
34029,30994,Omaja Munshi,28,2,1,3,3
34030,30995,Anirudh Shan,32,6,6,2,2
34031,30996,Tanish Kapadia,33,1,4,4,3
34032,30997,Nihal Dhillon,18,9,7,5,2
34033,30998,Caleb Dara,57,5,1,1,1
34034,30999,Yashasvi Chanda,27,8,3,2,2
34035,31000,Karan Mahajan,58,1,6,2,2
34036,31001,Anamika Pant,47,9,1,5,1
34037,31002,Tanmayi Rajagopalan,35,3,4,1,2
34038,31003,Abha Karan,34,2,2,5,3
34039,31004,Faraj Bhandari,27,4,6,3,3
34040,31005,Ubika Luthra,54,7,1,4,1
34041,31006,Ronith Malhotra,45,6,1,3,2
34042,31007,Gaurav D’Alia,54,3,4,3,2
34043,31008,Zarna Boase,22,4,3,5,1
34044,31009,Ekavir Prabhakar,62,9,5,4,1
34045,31010,Ira Kadakia,47,5,4,2,1
34046,31010,Omaja Murthy,33,5,5,1,1
34047,31011,Diya Vasa,25,9,4,4,1
34048,31012,Nisha Hans,39,6,6,4,1
34049,31013,Bishakha Sunder,37,5,3,1,3
34050,31013,Karan Sha,57,9,7,4,3
34051,31014,Nitara Borah,62,1,6,1,1
34052,31015,Darpan Devi,40,2,6,3,1
34053,31016,Siddharth Nagi,39,6,1,1,1
34054,31017,Rehaan Saraf,50,3,4,1,1
34055,31017,Mohini Pant,48,4,2,2,2
34056,31018,Janaki Wali,71,9,2,5,1
34057,31019,Alexander Randhawa,46,8,5,5,2
34058,31020,Ojasvi Raju,69,8,6,2,2
34059,31021,Shivansh Varma,26,1,3,5,3
34060,31022,Gaurav Babu,27,1,4,1,2
34061,31022,Shaurya Thakkar,26,2,4,1,1
34062,31023,Indira Thakur,19,8,2,5,2
34063,31024,Watika Thaker,45,9,3,1,1
34064,31025,Ishwar Yogi,55,3,1,2,2
34065,31026,Zaitra Mann,23,3,6,2,1
34066,31027,Yadavi Dua,59,4,6,3,3
34067,31028,Chandran Mall,22,1,6,2,2
34068,31029,Ishwar Bora,35,9,1,4,3
34069,31030,Arya Deep,70,1,1,3,1
34070,31031,Kai Konda,18,7,3,4,2
34071,31032,Yagnesh Panchal,22,3,6,5,2
34072,31033,Nidhi Koshy,32,3,7,5,1
34073,31034,Devika Bhalla,33,4,7,3,2
34074,31035,Tanay Yogi,19,3,4,1,2
34075,31036,Lipika Chakraborty,22,7,3,4,2
34076,31037,Harini Mukhopadhyay,36,6,4,4,3
34077,31038,Dhruv Palla,67,9,4,2,1
34078,31039,Robert Garde,58,5,7,1,3
34079,31040,Luke Devan,47,4,2,5,2
34080,31041,Kiaan Khosla,34,2,4,2,2
34081,31042,Yamini Gupta,23,3,2,2,3
34082,31043,Sanaya Patla,53,9,5,1,3
34083,31043,Dhriti Date,25,7,7,2,3
34084,31044,Isaac Walla,63,2,6,2,1
34085,31045,Frederick Ranganathan,53,5,2,4,2
34086,31046,Shivansh Ravel,42,8,3,3,3
34087,31047,Logan D’Alia,63,8,5,3,1
34088,31048,Isaac Dhaliwal,40,7,7,1,3
34089,31049,Theodore Trivedi,63,2,7,4,2
34090,31050,Harinakshi Batta,44,3,2,3,2
34091,31051,Upkaar Gara,48,6,1,3,2
34092,31052,Aishani Narayan,65,2,2,2,3
34093,31053,Wyatt Kala,32,4,3,1,1
34094,31054,Qarin Deshpande,31,2,7,4,1
34095,31055,Nidra Doctor,50,3,3,1,2
34096,31056,Nicholas Mittal,35,5,3,4,2
34097,31057,Nisha Bail,59,7,1,2,1
34098,31058,Atharv Iyer,65,1,7,5,1
34099,31059,Aradhana Ravel,21,2,4,2,1
34100,31060,Tanveer Sarraf,70,3,1,1,3
34101,31061,Patrick Hegde,40,8,3,5,1
34102,31061,Maanas Jain,51,3,7,3,1
34103,31062,Yagnesh Nadig,54,5,1,4,3
34104,31063,Banjeet Manda,47,2,4,4,2
34105,31063,Oeshi Shere,71,2,6,1,1
34106,31064,Warhi Malhotra,40,5,5,1,3
34107,31065,Nirja Parmar,18,3,5,3,1
34108,31066,Tanmayi Sodhi,29,2,3,5,1
34109,31067,Zinal Raghavan,66,4,7,2,1
34110,31068,Neelima Wable,37,4,3,2,2
34111,31069,Madhavi Grover,50,3,1,5,2
34112,31070,Madhav Sheth,72,8,6,5,1
34113,31071,Yochana Nair,34,7,5,5,2
34114,31072,Nathan Kata,73,2,1,5,2
34115,31073,Jairaj Krishnan,68,8,4,3,2
34116,31074,Karan Sama,39,2,1,5,3
34117,31075,Devika Behl,20,6,6,3,2
34118,31076,Frado Shetty,72,8,5,2,3
34119,31077,Champak Chaudhari,36,2,6,4,3
34120,31078,Priya Madan,30,7,4,4,2
34121,31079,Mohini Khatri,67,5,2,4,3
34122,31080,Anusha Chandra,23,4,3,4,2
34123,31081,Yatin Banik,57,9,6,4,1
34124,31082,Nidhi Kaur,46,6,6,3,3
34125,31083,Gayathri Brar,70,9,4,2,1
34126,31084,Tripti Chanda,31,8,6,3,3
34127,31085,Jhalak Dayal,35,3,3,1,1
34128,31086,Krisha Mallick,64,6,4,5,2
34129,31087,Maanav Babu,68,2,5,5,2
34130,31088,Irya Dewan,45,6,2,2,3
34131,31089,Anjali Borah,35,4,5,2,1
34132,31090,Zarna Yogi,64,4,3,4,1
34133,31090,Nidhi Rege,59,2,3,3,1
34134,31091,Forum Soman,20,1,6,1,2
34135,31092,Manan Puri,36,6,2,4,2
34136,31093,Faraj Dube,67,7,7,3,3
34137,31094,Zaitra Samra,21,9,7,2,2
34138,31095,Falguni Sekhon,29,6,7,1,2
34139,31096,Anirudh Ghosh,72,6,6,3,2
34140,31097,Veda Mand,59,3,4,3,1
34141,31098,Jack Narayan,21,6,6,3,2
34142,31098,Bhavna Bhat,23,2,4,2,3
34143,31099,Chatresh Balasubramanian,66,7,1,2,2
34144,31100,Utkarsh Dass,23,7,6,1,2
34145,31101,Gaurangi Wason,51,5,5,3,1
34146,31102,Abha Manne,50,5,4,4,3
34147,31103,Yagnesh Malhotra,67,7,7,2,2
34148,31104,Nidhi Nagi,34,6,5,4,3
34149,31105,Kai Patil,41,5,4,2,2
34150,31106,Tara Rau,26,8,5,5,2
34151,31106,Quincy Balay,50,3,4,5,1
34152,31107,Samar Deep,38,1,1,5,1
34153,31108,Vrishti Shah,46,7,4,2,3
34154,31109,Waida Gokhale,66,6,7,2,1
34155,31110,Yashodhara Sharma,55,9,3,4,2
34156,31111,Qabil Varty,58,4,1,5,3
34157,31111,Max Nazareth,34,1,1,4,3
34158,31112,Chameli Dar,50,3,5,2,3
34159,31113,Onkar Bhavsar,31,2,4,4,2
34160,31114,Eiravati Sridhar,26,7,3,2,3
34161,31115,Unni Upadhyay,39,4,1,1,3
34162,31116,Chaman Tak,34,7,7,3,3
34163,31117,Liam Chand,43,4,7,3,3
34164,31118,Dayamai Reddy,63,1,3,1,2
34165,31119,Ucchal Agate,37,5,2,4,3
34166,31120,Noah Mallick,34,9,7,1,3
34167,31121,Lakshmi Anne,63,4,5,2,2
34168,31122,Osha Kala,47,4,1,3,3
34169,31122,Azaan Grewal,23,1,1,5,1
34170,31123,Kashish Venkatesh,36,7,3,2,1
34171,31124,Anika Dugar,73,4,7,4,2
34172,31125,Urishilla Bandi,37,6,3,1,1
34173,31126,Rudra Acharya,71,2,6,2,2
34174,31127,Gaurangi Kakar,37,1,1,4,1
34175,31128,Manan Borde,26,3,3,3,3
34176,31129,Aadhya Sibal,64,4,1,3,3
34177,31130,Jasmit Mane,42,4,2,1,2
34178,31131,Jalsa Sathe,45,5,4,2,1
34179,31132,Azad Raman,74,3,6,5,2
34180,31133,Chaman Chowdhury,66,2,1,4,1
34181,31134,Yashawini Vyas,52,8,6,2,3
34182,31135,Alexander Chandran,73,2,5,3,3
34183,31136,Jai Mandal,24,3,7,1,1
34184,31137,Aarna Trivedi,40,4,4,3,3
34185,31138,Samarth Comar,51,6,2,3,2
34186,31139,Pavani Chaudhry,57,9,7,3,2
34187,31139,Baljiwan Sridhar,36,6,1,2,1
34188,31140,Yauvani Deep,27,3,4,1,1
34189,31141,Krish Swaminathan,29,6,3,5,2
34190,31141,Lohit Dhawan,69,8,3,2,2
34191,31142,Qadim Mahajan,37,7,4,3,3
34192,31143,Bakhshi Raj,51,1,2,1,1
34193,31144,Joshua Dara,46,2,3,3,3
34194,31145,Manya Kothari,73,6,7,3,1
34195,31146,Anita Kale,51,4,7,3,2
34196,31146,Devansh Mital,62,1,1,2,3
34197,31147,Kiaan Swamy,35,2,6,4,2
34198,31148,Devansh Seshadri,34,6,3,2,2
34199,31149,Andrew Vyas,53,4,4,3,3
34200,31150,Ikbal Mallick,50,4,5,4,3
34201,31151,Hemal Rajagopalan,35,1,3,4,2
34202,31152,Isaiah Sekhon,55,9,5,1,3
34203,31153,Samarth Dewan,26,5,6,1,1
34204,31154,Ekaja Issac,47,2,6,5,1
34205,31154,Vedhika Varkey,72,6,3,3,2
34206,31155,Balveer Khalsa,34,2,3,5,3
34207,31156,Rohan Goswami,59,3,2,1,1
34208,31157,Gaurika Patla,40,8,2,4,3
34209,31158,Yashawini Mallick,58,1,5,5,3
34210,31159,Madhavi Datta,56,3,3,1,2
34211,31160,Harish Contractor,28,4,2,3,1
34212,31161,Girindra Hans,44,3,6,5,3
34213,31162,Varsha Sha,71,2,4,3,3
34214,31162,Warda Bali,75,7,2,4,3
34215,31163,Radha Sarraf,37,5,4,5,3
34216,31164,Arya Hayre,64,7,1,3,3
34217,31165,Darika Sangha,23,4,4,5,2
34218,31166,Yasti Bakshi,67,9,1,2,2
34219,31167,Yoshita Palla,20,4,7,4,2
34220,31168,Janani Kar,20,4,1,2,1
34221,31169,Pranav Sood,43,3,4,2,1
34222,31169,Chaman Mannan,50,5,7,2,1
34223,31170,Gautami Padmanabhan,26,5,6,5,1
34224,31171,Radha Raghavan,35,3,2,1,2
34225,31172,Oscar Dani,71,1,3,4,2
34226,31173,Siddharth Pant,41,2,7,5,2
34227,31173,Yashasvi Behl,56,7,7,3,3
34228,31174,Barkha Rajagopalan,64,4,7,3,3
34229,31175,Balhaar Ravi,43,2,4,4,2
34230,31176,Tanish Tandon,33,6,1,3,3
34231,31177,Varsha Sethi,20,7,2,2,1
34232,31178,Vrishti Nayak,24,9,4,3,2
34233,31179,Siya Lala,73,5,5,5,3
34234,31180,Ojasvi Chakraborty,29,9,2,2,1
34235,31181,Ekalinga Ratta,75,2,1,1,1
34236,31182,Naksh Samra,32,7,4,1,3
34237,31183,Upkaar Goyal,35,9,2,5,1
34238,31184,Rushil Minhas,36,3,4,2,1
34239,31185,Onveer Lata,65,4,7,4,2
34240,31185,Nihal Kant,61,4,6,4,2
34241,31186,George Prabhu,42,8,1,1,3
34242,31187,Dalbir Sibal,69,8,1,5,1
34243,31188,Rachita Rout,19,8,7,2,2
34244,31189,Udant Kala,61,1,1,1,1
34245,31190,Urvashi Divan,37,9,3,3,1
34246,31191,Priya Kanda,53,3,2,5,1
34247,31192,Falak Choudhary,34,4,6,2,1
34248,31193,Rajeshri Kohli,24,7,5,2,3
34249,31194,Agastya Rau,50,6,2,4,2
34250,31195,Oscar Sarraf,47,1,5,4,2
34251,31196,Vasana Bumb,68,3,2,3,2
34252,31197,Ishita Dada,62,6,5,1,3
34253,31198,Zaitra Merchant,31,7,6,3,1
34254,31198,Nathan Lad,33,4,3,3,3
34255,31199,Andrew Khanna,51,6,1,1,2
34256,31200,Ranbir Barad,22,8,5,4,3
34257,31201,Kamala Chakraborty,27,2,4,5,2
34258,31202,Rachana Handa,56,9,1,3,3
34259,31203,Manbir Bhatti,55,1,5,5,1
34260,31204,Nandini Hora,63,9,6,3,2
34261,31205,Rajeshri Trivedi,57,4,7,4,2
34262,31206,Rehaan Bajaj,69,7,3,4,1
34263,31207,Ekaja Arora,73,2,3,1,3
34264,31208,Varsha Pai,70,6,1,3,3
34265,31209,Yutika Gole,45,3,1,1,1
34266,31210,Jatin Kuruvilla,75,4,6,5,2
34267,31211,Ladli Uppal,38,9,6,2,1
34268,31212,Vihaan Sane,31,1,7,3,3
34269,31213,Onveer Lad,53,3,2,2,1
34270,31214,Daksh Vora,34,4,6,1,1
34271,31215,Vinaya Chauhan,28,6,2,2,2
34272,31216,Chakradhar Bedi,21,3,6,2,2
34273,31217,Raagini Krishna,26,2,3,2,3
34274,31218,Rajeshri Vaidya,63,2,7,5,2
34275,31219,Pranav Tata,59,4,6,1,3
34276,31220,Widisha Gade,26,1,4,5,3
34277,31221,Lakshit Choudhury,26,9,6,1,2
34278,31221,Devansh Setty,32,6,5,4,1
34279,31222,Mohammed Solanki,64,9,2,5,3
34280,31223,Radha Pal,34,8,2,5,3
34281,31224,Gayathri Borde,74,6,2,4,3
34282,31225,Bhavini Kumar,65,8,7,5,3
34283,31226,Caleb Gour,19,2,5,5,1
34284,31227,Dayita Kamdar,75,4,6,4,3
34285,31228,Jackson Arya,37,1,2,2,2
34286,31228,Amaira Venkatesh,20,2,6,1,3
34287,31229,Peter Sanghvi,70,6,6,4,2
34288,31230,Manan Ganesan,33,4,3,2,3
34289,31231,Faras Hora,60,4,5,1,2
34290,31231,Yadavi Deshmukh,72,8,2,4,3
34291,31232,Yachana Muni,70,2,6,3,3
34292,31233,Brijesh Ahluwalia,42,6,4,3,1
34293,31233,Falguni Mann,35,4,6,5,3
34294,31234,Nitara Pathak,72,5,3,4,1
34295,31235,Hiral Rajagopal,62,9,5,3,1
34296,31235,Darika Keer,20,8,3,1,1
34297,31236,Aashi Pillai,47,3,1,3,2
34298,31237,Vincent Solanki,64,3,3,4,3
34299,31238,Januja Ramesh,28,3,3,3,3
34300,31239,Rachita Deol,73,8,5,2,1
34301,31240,Nidhi Kant,59,8,7,5,1
34302,31240,Zashil Munshi,26,3,6,5,1
34303,31241,Saksham Salvi,24,5,6,1,2
34304,31242,Anika Varma,62,4,4,3,1
34305,31243,Aarna Issac,19,6,3,2,2
34306,31244,Yochana Biswas,43,8,7,3,1
34307,31245,Hitesh Arora,32,1,1,1,3
34308,31246,Watika Vora,60,6,2,5,1
34309,31247,Jack Narain,28,4,5,4,3
34310,31248,Januja Bandi,49,8,2,3,2
34311,31249,Hardik Datta,22,1,5,4,1
34312,31250,Reyansh Chandran,20,5,5,4,3
34313,31251,Faraj Seshadri,63,6,4,2,3
34314,31251,Indira Rao,55,4,3,5,1
34315,31252,Maya Yadav,67,5,7,4,1
34316,31253,David Chakrabarti,64,6,2,3,2
34317,31254,Manbir Varkey,57,5,3,2,2
34318,31255,Girindra Barad,54,6,4,3,2
34319,31256,Yug Chakraborty,61,3,6,4,1
34320,31257,Upma Raju,54,5,1,3,1
34321,31258,Ethan Verma,43,5,1,5,1
34322,31259,Sara Lad,75,4,6,1,3
34323,31260,Vanya Kapadia,42,5,5,4,3
34324,31261,Aradhana Patel,23,8,3,5,1
34325,31262,Aachal Dhillon,27,2,1,5,1
34326,31263,Urishilla Choudhry,20,1,5,5,1
34327,31263,Rachana Sahota,34,2,6,3,3
34328,31264,Raagini Cherian,27,6,2,4,2
34329,31265,Omkaar Sarraf,19,5,2,1,2
34330,31266,Anamika Nori,34,1,2,3,3
34331,31267,Neelima Saraf,28,8,3,4,2
34332,31268,Yochana Nair,46,4,1,2,1
34333,31269,Arin Chaudhry,34,2,1,4,3
34334,31270,Sachi Doshi,18,9,2,4,3
34335,31271,Kiaan Merchant,70,6,6,1,2
34336,31272,Krisha Dyal,49,7,7,2,2
34337,31273,Rajata Gokhale,55,1,2,3,1
34338,31274,Riya Prakash,52,5,7,2,2
34339,31275,Anthony Vyas,26,9,5,5,1
34340,31276,Krisha Bhat,60,4,7,2,1
34341,31277,Anvi Gole,74,8,2,4,1
34342,31278,Anita Joshi,49,9,1,4,3
34343,31279,Jonathan Iyengar,26,2,6,3,2
34344,31280,Varenya Ahluwalia,58,1,4,1,1
34345,31281,Jeet Cheema,27,3,4,1,2
34346,31282,Tara Mukhopadhyay,35,3,7,4,2
34347,31282,Daksha Dyal,35,9,4,3,2
34348,31283,Thomas Raghavan,54,3,3,1,3
34349,31284,Pranav Sami,38,7,1,3,2
34350,31285,Chandran Lata,24,2,2,5,3
34351,31286,Kalpit Pau,59,8,7,4,3
34352,31287,Upasna Sant,49,8,2,2,1
34353,31288,Girik Choudhury,34,1,5,5,2
34354,31289,Amara Chhabra,29,1,4,5,1
34355,31290,Jeevika Acharya,34,2,7,2,2
34356,31291,Anya Kant,55,2,3,1,1
34357,31292,Eesha Nayak,34,3,7,4,1
34358,31293,Maya Zachariah,74,6,3,4,1
34359,31294,Ijaya Pandey,73,8,2,2,3
34360,31295,Sanaya Gara,39,3,6,4,1
34361,31296,Zaitra Sant,72,9,7,4,3
34362,31297,Zansi Comar,66,2,1,3,1
34363,31298,Vrishti Prabhakar,67,3,2,4,2
34364,31299,Damyanti Nagy,38,9,5,1,3
34365,31299,Karan Majumdar,55,9,3,4,2
34366,31300,Girish Dayal,54,3,2,3,3
34367,31301,Indali Gaba,66,9,3,5,2
34368,31302,Ronith Saran,33,6,2,2,1
34369,31303,Gaurangi Chakraborty,52,6,3,4,3
34370,31304,Anya Radhakrishnan,75,1,3,3,3
34371,31305,Wazir Luthra,22,5,7,2,2
34372,31306,Thomas Kulkarni,39,1,3,1,2
34373,31307,Gunbir Dey,55,7,1,4,3
34374,31308,Panini Joshi,47,8,6,4,3
34375,31309,Bhavani Pau,51,7,2,2,2
34376,31310,Nikita Anne,58,4,5,1,3
34377,31311,Charles Hayre,25,9,7,2,3
34378,31312,Dhruv Palla,45,7,4,2,2
34379,31313,Nathaniel Pai,61,3,2,2,1
34380,31314,Ojas Mody,66,8,1,3,2
34381,31315,Orinder Solanki,62,1,3,1,1
34382,31316,Hritik Chopra,37,1,2,4,2
34383,31317,Abha Bose,72,2,6,4,1
34384,31318,Yashica Ahuja,43,6,6,1,2
34385,31319,Finn Saran,33,1,6,3,2
34386,31320,Abhimanyu Madan,53,1,5,3,3
