EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
1300,11,109,1,3,KGID101300,Yashica,1990-11-12,1,7,0,2017-08-18
1301,16,187,2,1,KGID101301,Nidhi,1995-12-15,1,1,0,1997-03-27
1302,5,170,2,3,KGID101302,Balhaar,1987-11-26,2,4,0,2008-06-23
1303,7,300,2,1,KGID101303,Urmi,1991-09-09,1,2,0,1995-01-20
1304,7,99,4,1,KGID101304,Manya,1975-10-03,1,6,0,2016-04-02
1305,16,104,3,2,KGID101305,Bina,1972-06-12,1,3,0,2007-01-14
1306,9,287,8,3,KGID101306,Gautam,1982-03-05,2,2,0,2007-01-27
1307,3,248,2,5,KGID101307,William,1998-11-14,1,3,0,2017-06-03
1308,5,149,1,5,KGID101308,Noah,1995-07-06,1,4,0,1994-10-10
1309,13,254,4,5,KGID101309,Nathaniel,1974-02-14,1,3,0,2022-04-04
1310,13,288,4,4,KGID101310,Madhav,1994-09-21,2,4,0,2006-06-10
1311,6,293,1,6,KGID101311,Jagrati,1968-12-27,1,8,0,2015-11-21
1312,9,156,5,3,KGID101312,Vincent,1969-10-26,2,2,0,2002-07-24
1313,2,274,1,1,KGID101313,Brijesh,1992-03-25,1,5,0,2007-08-11
1314,9,27,3,2,KGID101314,Jalsa,1981-11-08,1,2,0,2021-03-17
1315,12,324,3,3,KGID101315,Chakradhar,1968-12-20,2,2,0,2012-01-19
1316,9,69,2,5,KGID101316,Harshil,1993-07-13,2,6,1,2007-09-23
1317,1,183,1,3,KGID101317,Anusha,1998-05-21,1,5,1,1998-12-14
1318,4,196,7,3,KGID101318,Owen,1981-06-06,1,8,0,2002-11-14
1319,9,105,3,4,KGID101319,Faras,1986-08-11,1,8,0,2002-10-18
1320,14,189,1,4,KGID101320,Udant,1986-08-07,1,8,0,2001-12-31
1321,6,91,1,4,KGID101321,Hemani,1985-07-04,1,5,0,2006-05-23
1322,6,91,5,6,KGID101322,Abeer,1986-01-23,1,2,0,1994-09-22
1323,14,126,2,6,KGID101323,Noah,1976-01-02,2,2,0,2007-06-30
1324,5,7,3,4,KGID101324,Avni,1975-04-27,2,1,0,1996-05-09
1325,1,330,6,2,KGID101325,Janaki,1989-10-08,1,2,0,2017-10-10
1326,1,5,7,1,KGID101326,Victor,1982-11-01,2,2,0,2001-03-24
1327,16,289,5,2,KGID101327,Ishaan,1985-04-23,2,6,0,2006-04-12
1328,8,29,3,3,KGID101328,Shivansh,1989-05-09,1,1,0,2012-01-03
1329,4,279,1,5,KGID101329,Nirja,1968-04-28,2,3,0,1991-06-20
1330,8,13,1,4,KGID101330,Naveen,1972-06-23,1,6,0,2007-06-06
1331,8,197,4,6,KGID101331,Manan,1969-07-24,1,8,0,1998-10-13
1332,4,115,1,3,KGID101332,Pranit,1986-08-11,2,2,0,2003-10-14
1333,4,185,6,1,KGID101333,Anirudh,2000-01-01,1,3,0,2014-10-01
1334,11,308,1,4,KGID101334,Bhanumati,2002-07-18,1,5,0,1997-05-13
1335,10,179,5,3,KGID101335,Urishilla,1999-08-02,2,6,0,1995-10-20
1336,3,2,5,2,KGID101336,Nirja,1989-09-22,1,6,0,2017-01-06
1337,15,245,5,1,KGID101337,Qabil,1990-07-21,2,5,0,2007-05-15
1338,11,66,1,4,KGID101338,Oliver,1994-04-16,2,6,0,2001-08-26
1339,16,212,3,6,KGID101339,Sudiksha,1989-07-26,2,3,0,1992-05-04
1340,8,197,2,4,KGID101340,Kritika,1981-10-03,2,4,0,1993-09-10
1341,14,270,3,6,KGID101341,Samaksh,1986-11-01,1,2,0,2020-12-01
1342,1,105,9,1,KGID101342,Oni,1998-01-28,2,8,0,2010-08-03
1343,4,31,6,3,KGID101343,Peter,1985-02-06,1,5,0,2010-11-25
1344,14,125,1,2,KGID101344,Balvan,1999-12-21,1,3,0,2008-01-26
1345,5,194,4,6,KGID101345,Jacob,1970-12-10,2,6,0,2012-06-02
1346,4,298,1,5,KGID101346,Aarav,2000-09-06,1,1,0,2016-05-06
1347,5,41,1,1,KGID101347,Raagini,1986-10-23,2,3,0,2002-08-05
1348,16,72,4,6,KGID101348,Caleb,1993-04-22,2,8,0,2004-08-01
1349,11,228,4,6,KGID101349,Vasatika,1996-09-15,1,5,0,2002-12-18
1350,2,329,1,2,KGID101350,Guneet,1983-03-28,1,1,0,1998-08-27
1351,14,233,3,3,KGID101351,Viraj,2001-03-02,2,4,0,1992-11-06
1352,6,140,8,5,KGID101352,Nilima,1977-01-12,2,3,0,1990-03-09
1353,13,317,1,4,KGID101353,Abhimanyu,1988-11-17,1,2,0,1994-01-03
1354,15,245,2,6,KGID101354,Abhimanyu,1981-05-15,2,7,0,1996-12-25
1355,12,332,2,3,KGID101355,Diya,1982-08-15,1,2,0,1993-08-16
1356,11,15,1,2,KGID101356,Pooja,1991-08-09,1,2,0,1998-08-16
1357,1,159,1,2,KGID101357,Pallavi,1988-05-21,1,4,0,2010-10-21
1358,2,289,8,4,KGID101358,Mekhala,1995-06-06,1,1,0,2004-01-19
1359,10,5,8,3,KGID101359,Vasudha,1974-02-08,2,4,0,2009-01-03
1360,13,183,8,6,KGID101360,Veda,1976-11-18,1,6,0,2000-06-05
1361,4,258,5,2,KGID101361,Hemangini,1996-02-21,1,7,0,2003-07-15
1362,2,149,1,6,KGID101362,Lakshit,1999-02-17,2,2,0,2012-05-31
1363,3,119,5,6,KGID101363,Victor,1984-01-07,1,3,1,2013-10-11
1364,11,230,4,3,KGID101364,Neel,1971-03-16,2,6,0,2007-04-14
1365,14,21,5,6,KGID101365,Hamsini,1997-02-15,2,4,0,2010-11-16
1366,3,79,3,4,KGID101366,Charles,1973-06-10,1,1,0,2022-10-18
1367,10,281,5,1,KGID101367,Abdul,1997-04-04,2,2,0,2017-12-28
1368,6,152,1,3,KGID101368,Urishilla,2001-10-02,2,6,0,2004-10-20
1369,6,236,1,4,KGID101369,Devansh,1977-03-24,2,8,0,2002-08-11
1370,5,64,8,4,KGID101370,Baljiwan,1994-04-20,1,6,0,2021-08-23
1371,13,210,5,6,KGID101371,Nandini,1990-03-18,1,8,0,2007-09-18
1372,11,192,1,4,KGID101372,Dakshesh,2002-06-27,2,5,0,2017-11-20
1373,2,318,8,1,KGID101373,Warda,1983-09-26,1,1,0,1996-11-09
1374,4,149,2,5,KGID101374,Zarna,1978-01-28,2,2,0,1991-02-22
1375,15,48,2,4,KGID101375,Yashvi,1986-07-31,2,2,0,1997-11-16
1376,4,204,4,2,KGID101376,Omkaar,1992-06-07,2,6,0,2002-03-26
1377,11,310,2,6,KGID101377,Aadi,2003-08-05,2,2,0,1992-12-14
1378,2,280,1,4,KGID101378,Anya,1996-05-05,1,4,0,2002-01-03
1379,2,308,4,1,KGID101379,Megha,1982-06-30,2,7,1,1996-10-23
1380,7,28,1,1,KGID101380,Alexander,1994-10-05,2,5,0,1992-05-02
1381,6,43,1,3,KGID101381,Gautam,1987-10-30,2,2,0,2014-09-09
1382,15,215,3,6,KGID101382,Ijaya,1980-05-08,2,3,0,2017-09-23
1383,3,220,2,3,KGID101383,Upkaar,1989-12-06,1,4,0,1996-08-12
1384,14,247,2,6,KGID101384,Netra,1988-10-06,1,7,0,1998-11-17
1385,13,6,3,5,KGID101385,Niharika,1986-03-23,1,2,0,2008-12-29
1386,5,166,4,6,KGID101386,Yahvi,1978-05-19,2,1,0,2022-03-14
1387,15,76,2,3,KGID101387,Yochana,2002-11-22,1,7,0,2019-10-15
1388,1,231,7,2,KGID101388,Zashil,1993-03-07,2,2,0,2022-11-05
1389,7,216,4,2,KGID101389,Veda,1995-12-26,2,4,0,2015-10-03
1390,7,296,7,3,KGID101390,Tara,1992-09-17,2,1,0,2020-06-25
1391,10,258,5,1,KGID101391,Ayaan,1985-04-29,2,8,0,1998-10-07
1392,12,181,5,4,KGID101392,Lavanya,1990-12-09,2,2,0,2023-10-20
1393,15,220,2,5,KGID101393,Victor,1997-02-06,1,7,0,2004-01-09
1394,14,325,1,5,KGID101394,Ira,1986-08-09,1,2,0,1990-05-01
1395,4,46,3,5,KGID101395,Adya,1976-09-05,2,2,0,1993-02-28
1396,4,325,2,5,KGID101396,Hema,1970-04-22,1,5,0,2021-09-01
1397,7,115,4,5,KGID101397,Vamakshi,1979-02-08,2,2,0,1997-06-07
1398,16,64,2,4,KGID101398,Amruta,1974-04-04,2,7,0,2015-05-15
1399,12,115,3,3,KGID101399,Ranveer,1985-12-15,2,5,0,1996-10-15
1400,14,124,1,4,KGID101400,Wyatt,1999-10-15,1,1,0,1997-01-11
1401,12,266,5,5,KGID101401,Samaksh,1998-05-22,2,6,0,2018-06-08
1402,14,124,3,4,KGID101402,Ishani,1973-04-07,1,7,0,1993-08-17
1403,14,66,6,4,KGID101403,Farhan,1992-07-01,1,7,0,2012-07-22
1404,6,224,1,6,KGID101404,Abeer,1995-10-09,1,2,0,2008-05-30
1405,13,322,6,5,KGID101405,Brijesh,1998-11-14,1,6,0,2002-08-15
1406,3,14,2,6,KGID101406,Divya,1985-09-16,1,1,0,2023-07-03
1407,3,293,2,6,KGID101407,Anvi,1985-08-27,1,8,0,2023-06-21
1408,12,96,1,2,KGID101408,Yasti,1977-11-11,2,4,0,1997-07-20
1409,8,194,4,6,KGID101409,Kabir,1969-06-30,1,5,0,2017-03-05
1410,5,322,1,5,KGID101410,Vanya,2002-04-06,1,2,0,1991-02-09
1411,4,55,1,3,KGID101411,Idika,1982-01-23,1,2,0,2013-05-02
1412,12,107,2,4,KGID101412,Owen,1984-05-30,1,7,0,1994-02-03
1413,3,108,4,4,KGID101413,Zarna,1984-07-07,2,8,0,2013-06-07
1414,6,153,1,2,KGID101414,Advik,1992-06-08,1,2,1,2002-11-25
1415,12,248,9,5,KGID101415,Harrison,1979-07-15,1,3,0,2010-11-01
1416,9,63,1,1,KGID101416,Aashi,1974-06-02,1,3,0,1998-12-09
1417,12,59,5,1,KGID101417,Amruta,1984-12-07,2,3,0,2010-11-05
1418,5,138,1,2,KGID101418,Jasmit,1974-04-19,1,6,0,2004-05-31
1419,10,240,4,4,KGID101419,Oni,1993-06-03,2,7,0,2002-08-29
1420,9,89,1,6,KGID101420,Nandini,1977-11-03,2,7,0,1996-02-12
1421,10,85,4,6,KGID101421,Karan,2003-09-23,2,7,0,2013-04-28
1422,14,306,4,3,KGID101422,Harish,1994-03-01,1,7,0,2017-05-04
1423,12,192,5,1,KGID101423,Rachana,1999-03-07,2,3,0,1996-08-31
1424,9,301,2,5,KGID101424,Mason,1984-12-29,2,7,0,1990-05-01
1425,6,166,2,2,KGID101425,Oviya,1985-12-24,2,4,0,2023-11-06
1426,12,191,1,3,KGID101426,Zansi,1987-04-02,1,1,0,2000-09-25
1427,1,169,1,5,KGID101427,Vidhi,1978-08-05,2,4,0,2009-02-10
1428,13,146,3,5,KGID101428,Champak,1982-03-27,1,2,0,2013-06-24
1429,3,294,5,4,KGID101429,Darpan,1975-06-20,2,6,0,1998-08-24
1430,7,101,1,4,KGID101430,Gopal,1984-02-20,2,1,1,2001-05-18
1431,14,62,1,2,KGID101431,Jalsa,1980-10-28,2,7,0,2008-12-14
1432,1,146,1,5,KGID101432,Aarini,1980-03-24,1,8,0,2004-01-01
1433,13,19,5,5,KGID101433,Indali,1999-08-03,1,6,0,2022-09-29
1434,3,241,1,4,KGID101434,Rushil,1988-11-02,2,5,0,2012-02-05
1435,12,205,1,3,KGID101435,Owen,2003-09-25,2,1,0,1999-09-05
1436,15,253,5,1,KGID101436,Ekta,1992-05-27,2,2,0,2006-07-29
1437,2,6,1,3,KGID101437,Sanya,2000-05-30,2,4,0,2002-12-16
1438,7,189,5,5,KGID101438,Bhavini,1984-08-26,1,1,0,2022-07-10
1439,2,57,1,3,KGID101439,Oliver,1991-03-13,1,5,0,2021-07-27
1440,13,139,4,2,KGID101440,Oviya,1990-11-07,2,2,0,2009-06-08
1441,5,300,5,4,KGID101441,Ekbal,1970-06-03,2,2,0,2001-09-07
1442,8,296,2,4,KGID101442,Dipta,1979-03-21,2,6,0,1999-11-28
1443,16,116,1,3,KGID101443,Amara,1989-11-22,1,6,0,2003-06-12
1444,8,332,4,2,KGID101444,Sai,1996-05-22,1,2,1,2021-12-01
1445,2,109,1,2,KGID101445,Shravya,1982-10-24,2,7,0,1996-04-02
1446,4,175,1,5,KGID101446,Arin,1972-02-13,2,5,0,1997-12-23
1447,5,259,1,2,KGID101447,Zayan,2002-04-17,1,6,0,2013-10-28
1448,15,318,3,4,KGID101448,Fariq,1975-04-14,1,2,0,2003-07-02
1449,6,158,7,5,KGID101449,Girish,1969-11-08,1,3,0,2019-11-16
1450,4,57,1,4,KGID101450,Chatura,1968-06-20,1,5,0,2003-07-02
1451,15,181,1,5,KGID101451,Fiyaz,1971-05-04,1,6,0,2011-01-06
1452,5,204,3,5,KGID101452,Frado,1991-09-22,2,1,0,2020-02-08
1453,12,51,1,4,KGID101453,Dayamai,1975-12-24,2,4,0,2015-01-29
1454,13,91,3,5,KGID101454,Saanvi,1990-09-03,2,7,0,1994-06-19
1455,2,331,1,1,KGID101455,Onkar,1968-07-20,1,2,0,2012-07-23
1456,2,295,1,1,KGID101456,Eshana,1999-06-22,1,5,0,2005-11-19
1457,13,201,2,2,KGID101457,Anita,1987-10-16,2,8,0,1994-08-05
1458,7,178,3,6,KGID101458,Peter,1989-05-10,2,1,0,2005-07-10
1459,16,157,5,6,KGID101459,Radhika,1986-11-11,1,3,0,2011-09-29
1460,3,86,1,4,KGID101460,Dayita,2001-02-15,1,1,0,2006-05-18
1461,14,172,1,3,KGID101461,Utkarsh,1997-04-08,1,3,0,2005-01-09
1462,1,305,2,4,KGID101462,Jasmit,1982-09-29,1,8,0,1995-04-18
1463,16,57,1,1,KGID101463,Advaith,1967-07-01,2,4,0,2017-09-21
1464,6,76,4,1,KGID101464,Laban,1980-03-20,2,6,0,2005-12-14
1465,12,280,1,4,KGID101465,Abhiram,1992-12-10,2,6,0,2006-09-22
1466,12,155,4,5,KGID101466,Vansha,1978-07-31,2,2,0,2016-01-15
1467,1,76,8,2,KGID101467,Brinda,1989-08-01,1,6,0,2017-02-02
1468,8,296,4,4,KGID101468,Kashvi,1974-06-21,2,4,0,2019-12-29
1469,7,194,3,3,KGID101469,Rajeshri,1982-02-06,2,3,0,1995-07-21
1470,12,170,2,4,KGID101470,Madhavi,1998-02-23,2,5,0,1997-07-02
1471,11,314,1,4,KGID101471,Fariq,1983-02-12,2,5,0,1998-02-22
1472,1,256,6,2,KGID101472,Anita,1978-01-10,2,3,0,2015-04-05
1473,10,320,3,2,KGID101473,Amruta,1982-10-09,2,8,0,2019-01-07
1474,10,8,2,2,KGID101474,Qabil,1972-07-19,2,2,0,1993-10-02
1475,10,3,2,6,KGID101475,Tamanna,1990-05-08,1,1,0,1999-04-03
1476,12,146,4,5,KGID101476,Vyanjana,1974-06-10,1,2,0,1990-08-29
1477,5,101,2,1,KGID101477,Chandran,2003-05-17,2,4,0,1990-10-02
1478,12,128,5,6,KGID101478,Harsh,1977-12-06,2,7,0,1994-04-02
1479,4,134,6,5,KGID101479,Raksha,1994-05-25,2,3,0,1997-12-01
1480,11,297,1,2,KGID101480,Matthew,1968-01-15,2,3,0,1997-05-21
1481,7,155,2,3,KGID101481,Osha,1979-01-08,2,3,0,2017-03-07
1482,14,50,1,4,KGID101482,Kamya,1984-08-25,2,6,0,2016-11-27
1483,14,239,2,4,KGID101483,Ganga,1970-06-18,2,1,0,2015-07-09
1484,1,216,1,2,KGID101484,Madhav,1969-07-26,2,4,0,2016-05-16
1485,12,66,3,5,KGID101485,Ekbal,1987-08-05,2,1,0,1996-03-05
1486,13,65,2,1,KGID101486,Zashil,1997-09-25,2,8,0,2018-02-28
1487,3,29,1,6,KGID101487,Jairaj,2003-07-22,1,6,0,2014-04-19
1488,10,290,2,3,KGID101488,Lekha,1996-01-12,1,2,0,2005-01-22
1489,2,105,3,5,KGID101489,Bahadurjit,1974-11-11,2,3,0,2015-01-01
1490,5,155,3,6,KGID101490,Girindra,1986-10-11,1,8,0,2023-05-23
1491,7,59,1,2,KGID101491,Urvashi,1981-11-21,1,2,0,2022-09-06
1492,4,243,1,5,KGID101492,Ekantika,1973-05-12,2,7,0,2014-10-05
1493,4,154,2,2,KGID101493,Jason,1976-11-12,1,5,0,2011-09-17
1494,15,316,1,2,KGID101494,Rushil,1980-10-30,1,3,0,1991-10-09
1495,8,88,3,6,KGID101495,Tejas,2003-07-04,1,8,0,1998-01-09
1496,10,52,7,4,KGID101496,Radha,1979-07-02,2,5,0,1995-09-10
1497,4,238,2,4,KGID101497,Anya,1989-02-16,1,1,0,2003-06-17
1498,4,289,2,5,KGID101498,Xavier,1967-10-28,2,1,0,1991-06-06
1499,15,22,6,3,KGID101499,Vaishnavi,1992-12-18,1,8,0,1995-04-09
1500,15,142,1,2,KGID101500,Gaurav,1976-09-11,2,4,0,2006-12-30
1501,13,263,1,6,KGID101501,Hamsini,2001-12-08,1,6,0,2023-11-24
1502,11,236,4,2,KGID101502,Darpan,1969-09-14,2,5,0,2011-12-01
1503,3,331,2,4,KGID101503,Hredhaan,1972-02-24,1,5,0,1997-11-29
1504,11,302,7,3,KGID101504,Idika,1997-04-19,2,2,0,2004-12-01
1505,6,119,1,1,KGID101505,Reyansh,1968-04-13,2,8,0,2002-11-05
1506,8,122,1,2,KGID101506,Krish,1976-10-08,2,7,0,1991-05-06
1507,2,314,1,1,KGID101507,Raksha,1988-03-06,1,8,0,2008-06-14
1508,1,90,2,6,KGID101508,Vrishti,1974-07-07,2,7,0,1996-05-06
1509,7,101,1,4,KGID101509,Ijaya,1979-06-21,2,4,0,2005-12-04
1510,6,223,5,2,KGID101510,Naveen,1970-01-15,1,1,0,1995-04-10
1511,4,105,1,2,KGID101511,Chakrika,1997-10-24,1,6,0,2008-05-31
1512,3,175,1,6,KGID101512,Sudiksha,1967-07-09,2,4,0,2011-09-11
1513,16,257,2,5,KGID101513,Ladli,1994-08-22,1,2,0,2020-01-08
1514,13,37,3,2,KGID101514,Januja,1996-03-16,2,2,0,1998-02-13
1515,8,27,3,3,KGID101515,Dev,1991-11-07,1,4,0,2008-04-28
1516,10,129,2,3,KGID101516,Lila,1974-07-09,1,3,0,2013-03-25
1517,3,274,3,5,KGID101517,Mitesh,1990-03-06,2,7,0,2000-12-20
1518,4,299,2,3,KGID101518,Ekanta,1971-07-31,1,1,0,2007-10-16
1519,9,103,2,1,KGID101519,Ekalinga,1969-02-10,1,4,0,2021-11-19
1520,11,32,1,1,KGID101520,Pranav,1999-10-25,1,6,1,1996-11-14
1521,14,307,4,1,KGID101521,Vedika,1974-08-01,2,3,0,1991-01-31
1522,2,54,1,5,KGID101522,Lipika,1991-11-02,1,6,0,2007-11-17
1523,10,117,1,1,KGID101523,Aahana,1969-04-23,1,4,0,1997-07-03
1524,13,10,3,1,KGID101524,Ekavir,1967-12-23,2,7,0,2021-04-25
1525,14,219,3,1,KGID101525,Vyanjana,2001-11-05,2,2,0,2018-04-16
1526,12,181,1,4,KGID101526,Upadhriti,1997-02-17,1,4,0,1992-01-24
1527,1,117,2,5,KGID101527,Ojasvi,1997-11-28,1,1,0,2017-01-01
1528,8,30,1,2,KGID101528,Dalbir,1997-12-20,2,3,0,1999-01-14
1529,11,180,3,2,KGID101529,Banjeet,1994-08-31,2,3,0,2018-05-16
1530,16,63,4,1,KGID101530,Faras,2002-06-12,2,4,0,2022-08-29
1531,12,113,2,3,KGID101531,Gunbir,1971-03-29,2,5,0,1997-11-08
1532,8,270,5,3,KGID101532,Lekha,1974-07-03,1,1,0,2007-11-22
1533,14,319,2,1,KGID101533,Yuvraj,1988-08-01,1,3,0,2022-03-20
1534,8,157,4,2,KGID101534,Ojasvi,1995-02-06,1,6,0,2016-01-20
1535,5,19,8,6,KGID101535,Ishita,1992-06-13,2,8,0,2013-11-20
1536,1,256,5,3,KGID101536,Prisha,2000-02-28,2,7,0,1995-09-03
1537,3,31,1,5,KGID101537,Pranit,1987-11-04,2,8,0,2007-02-28
1538,13,197,2,2,KGID101538,Nakul,1987-04-01,1,7,0,2010-05-25
1539,14,273,1,3,KGID101539,Indira,2000-11-20,1,6,0,2008-09-13
1540,11,135,5,5,KGID101540,Ekta,1998-10-03,1,1,0,2004-01-08
1541,14,219,4,6,KGID101541,Qushi,1998-01-23,1,2,0,2000-12-30
1542,10,274,2,5,KGID101542,Wridesh,1988-04-30,2,3,0,1997-04-10
1543,15,122,1,1,KGID101543,Aachal,1980-10-24,2,5,0,2005-05-19
1544,8,278,1,5,KGID101544,Mekhala,1967-07-02,2,1,0,1991-03-07
1545,12,138,4,6,KGID101545,Bhavani,1989-07-15,1,2,0,2007-08-07
1546,11,136,5,4,KGID101546,Chasmum,1967-09-26,2,1,0,2023-06-21
1547,15,19,7,4,KGID101547,Tanish,1999-02-27,1,7,0,1990-09-27
1548,3,142,5,5,KGID101548,Anya,2001-07-02,2,2,0,2007-05-20
1549,9,142,1,4,KGID101549,Mohammed,1970-12-25,1,4,0,2005-08-26
1550,5,317,4,2,KGID101550,Nachiket,1972-08-12,1,1,0,2002-06-25
1551,15,297,2,5,KGID101551,Zaid,1976-02-11,1,1,0,2017-07-29
1552,9,132,1,3,KGID101552,George,1988-08-08,1,4,0,2009-05-07
1553,3,260,2,5,KGID101553,Teerth,1994-08-30,1,4,0,2014-08-08
1554,12,213,1,4,KGID101554,Vasudha,1973-11-21,2,3,0,2018-01-27
1555,12,172,8,6,KGID101555,Girish,1989-07-08,2,8,0,2000-03-19
1556,10,319,1,3,KGID101556,Lakshmi,1970-05-25,1,5,0,1991-11-26
1557,1,55,3,3,KGID101557,Gaurika,1980-05-14,2,4,0,2017-10-13
1558,2,77,2,6,KGID101558,Omaja,2001-11-30,1,2,0,1994-02-05
1559,8,290,3,5,KGID101559,Utkarsh,1995-02-27,2,2,0,2018-11-18
1560,2,311,2,5,KGID101560,Advay,1990-12-12,2,6,0,2011-06-30
1561,10,125,2,3,KGID101561,Chatura,1978-10-09,1,8,0,1991-05-27
1562,4,124,2,4,KGID101562,Mason,1979-08-03,2,2,0,2013-09-21
1563,3,186,4,5,KGID101563,Michael,1969-05-12,1,8,0,2014-11-15
1564,8,292,5,2,KGID101564,Maya,2003-06-04,1,7,0,2015-08-06
1565,5,311,1,3,KGID101565,Yamini,1970-10-29,2,6,0,2004-09-07
1566,14,216,3,2,KGID101566,Meera,1972-12-20,2,4,0,2001-06-06
1567,15,8,1,4,KGID101567,Vamakshi,1988-08-21,2,8,0,1991-09-05
1568,5,18,5,1,KGID101568,Mohini,1977-03-17,1,2,0,2003-07-20
1569,13,217,2,4,KGID101569,Radha,1996-02-16,1,5,0,1994-06-07
1570,11,303,3,1,KGID101570,Krishna,1985-04-15,1,2,0,1996-09-26
1571,12,230,6,6,KGID101571,Megha,1991-08-18,2,7,0,1996-09-01
1572,16,69,4,6,KGID101572,Yatin,1976-06-16,1,3,0,1999-01-20
1573,12,333,2,3,KGID101573,Qushi,1979-06-17,2,3,0,2021-06-02
1574,9,50,1,4,KGID101574,Gaurav,1971-08-28,2,1,0,2004-01-23
1575,14,147,2,3,KGID101575,Jasmit,1980-05-19,1,3,0,2000-11-26
1576,7,221,3,5,KGID101576,Arjun,1995-12-22,2,2,0,1995-10-03
1577,6,61,1,4,KGID101577,Inaya,1990-04-18,2,4,0,2023-08-31
1578,10,133,8,1,KGID101578,Riya,1990-07-21,1,5,0,2004-12-22
1579,7,283,5,2,KGID101579,Vivaan,1974-11-18,1,1,0,2002-09-17
1580,7,4,2,1,KGID101580,Frederick,1971-08-26,2,4,0,1991-11-09
1581,14,228,3,4,KGID101581,Manbir,1999-08-22,2,2,0,2017-11-19
1582,4,228,5,4,KGID101582,Akshay,1980-03-12,2,2,0,2017-05-06
1583,9,60,7,1,KGID101583,Dalaja,1984-02-23,1,2,0,1990-10-10
1584,11,142,2,6,KGID101584,Shaurya,1994-11-16,1,6,0,1997-03-16
1585,2,222,1,6,KGID101585,Aarna,1987-10-20,2,4,0,2011-03-08
1586,2,325,3,2,KGID101586,Lohit,1993-03-18,1,7,0,2012-09-20
1587,8,101,1,2,KGID101587,Krisha,1989-01-24,2,3,0,2012-07-23
1588,10,68,1,1,KGID101588,Caleb,1976-12-11,1,1,0,1992-01-17
1589,16,286,3,6,KGID101589,Sai,1996-09-10,1,1,0,2011-01-04
1590,9,315,2,5,KGID101590,Chatresh,1984-09-11,1,6,0,2022-02-19
1591,6,154,5,3,KGID101591,Ekalinga,1981-11-15,2,8,0,1999-03-24
1592,13,307,2,4,KGID101592,Jagvi,1999-06-22,2,2,0,1990-08-25
1593,10,215,7,3,KGID101593,Libni,1976-01-18,1,7,0,2002-12-11
1594,15,164,4,3,KGID101594,Hardik,2000-12-08,2,3,0,2006-06-24
1595,16,251,3,6,KGID101595,Gaurang,1974-05-23,1,1,0,2007-01-09
1596,7,210,1,3,KGID101596,Tanvi,1988-03-28,2,6,0,2014-03-23
1597,15,218,2,1,KGID101597,Balveer,1976-08-24,2,8,0,2008-01-01
1598,11,326,5,3,KGID101598,Gauri,1985-08-15,2,7,0,2015-04-23
1599,6,275,1,6,KGID101599,Andrew,1980-04-28,1,6,0,2001-12-19
1600,1,11,5,1,KGID101600,Chasmum,1976-03-26,2,6,0,2023-04-05
1601,3,336,1,2,KGID101601,Yachana,1977-09-13,2,4,1,1992-02-10
1602,13,118,1,2,KGID101602,Aarini,2000-01-03,2,6,0,2020-04-10
1603,8,7,1,1,KGID101603,Ayushman,2002-06-06,1,7,0,2022-04-09
1604,2,81,1,1,KGID101604,Umang,1973-02-08,1,4,0,2020-07-03
1605,4,194,4,2,KGID101605,Laksh,1970-09-28,2,2,0,2002-12-30
1606,14,11,1,5,KGID101606,Utkarsh,1982-12-08,1,2,0,2009-06-24
1607,13,100,5,3,KGID101607,Pooja,2003-05-28,2,7,0,2020-12-06
1608,1,155,1,2,KGID101608,Forum,1984-02-11,1,5,0,1994-06-25
1609,16,193,1,1,KGID101609,Lakshit,1988-12-28,1,7,0,2013-04-04
1610,16,146,6,5,KGID101610,Samaksh,1999-05-30,1,7,0,2000-07-04
1611,16,202,7,5,KGID101611,Krishna,1983-05-29,1,8,0,2020-11-26
1612,1,204,4,4,KGID101612,Maanav,1991-10-10,2,8,0,2009-03-16
1613,10,171,1,6,KGID101613,Nakul,1979-03-29,1,2,0,2008-12-13
1614,7,251,3,1,KGID101614,Jagat,1974-04-22,1,7,0,2018-07-18
1615,16,268,4,5,KGID101615,Madhav,1994-05-25,1,1,0,2016-01-10
1616,9,211,2,3,KGID101616,Odika,2003-01-22,1,1,0,2000-04-24
1617,14,3,1,2,KGID101617,Anusha,1973-02-11,2,8,0,1996-05-22
1618,8,165,2,4,KGID101618,Karan,1974-04-30,1,2,0,2015-12-04
1619,3,193,1,1,KGID101619,Amara,1989-11-25,1,2,0,2010-10-27
1620,15,59,1,4,KGID101620,Vincent,1976-01-14,2,3,0,1990-11-20
1621,16,72,4,5,KGID101621,Fariq,1992-12-15,2,7,0,2006-03-16
1622,4,223,9,6,KGID101622,Yadavi,1998-10-20,2,6,0,2005-12-09
1623,12,289,4,2,KGID101623,Kashvi,1974-04-20,2,4,0,2003-03-05
1624,12,266,3,4,KGID101624,Urvi,1972-07-31,2,4,0,1996-07-27
1625,5,85,3,4,KGID101625,Bachittar,1982-08-12,1,6,0,2022-12-09
1626,5,241,1,1,KGID101626,Anamika,2002-08-26,2,4,0,1997-07-26
1627,4,276,2,1,KGID101627,Samaksh,1995-07-14,1,8,0,1992-04-01
1628,3,180,3,2,KGID101628,Reva,1999-07-31,2,1,0,2006-08-29
1629,9,146,5,4,KGID101629,Ekta,1999-07-26,2,6,0,2020-03-06
